file,potential,t_min,model,A,beta,C,M,r2,n_points
Ca1,0.4,0.1,simple,1.3231075213048175e-06,0.7011892873270951,3.1393193273021427e-07,,0.9824832802325146,9599
Ca1,0.4,0.1,linear,1.449202817474693e-06,0.647003244150614,2.579176910807426e-07,1.5802939169587568e-10,0.9944794977663244,9599
Ca1,0.4,0.2,simple,1.3552611192565945e-06,0.736050114361841,3.190769757271748e-07,,0.9808793786060153,9597
Ca1,0.4,0.2,linear,1.4555918448439618e-06,0.6690285002474011,2.669474706331686e-07,1.4322427105287797e-10,0.9935773675693318,9597
Ca1,0.4,0.3,simple,1.390880350321568e-06,0.7621915056733172,3.2218255582533286e-07,,0.9803713409163486,9595
Ca1,0.4,0.3,linear,1.4686255638699883e-06,0.6870771936913522,2.7318405097272484e-07,1.3307853415037431e-10,0.9931745271757523,9595
Ca1,0.4,0.4,simple,1.4258047342204107e-06,0.7831586525941264,3.2432186340251124e-07,,0.979961962275056,9593
Ca1,0.4,0.4,linear,1.483470838135102e-06,0.7017078681214237,2.77649494127894e-07,1.258338257779486e-10,0.9928306808363332,9593
Ca1,0.4,0.5,simple,1.4604694909069522e-06,0.8015524307416534,3.259964162745959e-07,,0.9796143645088774,9591
Ca1,0.4,0.5,linear,1.499263430143475e-06,0.7144276350867109,2.8116895921065006e-07,1.2013181232218743e-10,0.9925241154590038,9591
Ca1,0.4,0.6,simple,1.4950585459300047e-06,0.8178830060205187,3.273319160841226e-07,,0.9793488835277849,9589
Ca1,0.4,0.6,linear,1.5159422576012137e-06,0.7260981621163526,2.8414289867212983e-07,1.1531405217870783e-10,0.9922655748901953,9589
Ca1,0.4,0.7,simple,1.5295902445563676e-06,0.8328380392283441,3.2845156859148287e-07,,0.9791256921273531,9587
Ca1,0.4,0.7,linear,1.533184448243587e-06,0.7369154388842827,2.8670632827286714e-07,1.1115918090910114e-10,0.9920342608433238,9587
Ca1,0.4,0.8,simple,1.564402715680127e-06,0.8468423997343149,3.294204113532441e-07,,0.9789590939853062,9585
Ca1,0.4,0.8,linear,1.551135962960836e-06,0.7472249002599046,2.8899565166789443e-07,1.0744396636855674e-10,0.9918372019252024,9585
Ca1,0.4,0.9,simple,1.5992891719975715e-06,0.8599942317699257,3.30267178178398e-07,,0.9788116607343753,9583
Ca1,0.4,0.9,linear,1.5694789667628844e-06,0.756998545672101,2.9104069715077915e-07,1.0411962493528072e-10,0.99165451960267,9583
Ca1,0.4,1.0,simple,1.634245982358183e-06,0.8724236663700021,3.3101619407568866e-07,,0.9786722741988699,9581
Ca1,0.4,1.0,linear,1.5881143562499997e-06,0.7662977440053156,2.9288229656099043e-07,1.0112067499634278e-10,0.9914798502050595,9581
Ca1,0.4,2.0,simple,2.010657613253889e-06,0.9772306385223819,3.358372228327612e-07,,0.9782404590560274,9561
Ca1,0.4,2.0,linear,1.801714271459344e-06,0.8487378178358307,3.0583034583253827e-07,7.977102432589641e-11,0.9904041604134225,9561
Ca1,0.4,3.0,simple,2.455122992020902e-06,1.0645659776339205,3.384747515202172e-07,,0.9788042093634813,9541
Ca1,0.4,3.0,linear,2.070920911949142e-06,0.923348281365962,3.14027591099463e-07,6.58228762020283e-11,0.990088094637016,9541
Ca1,0.4,4.0,simple,2.988189710079627e-06,1.1438210638537836,3.4021935605067534e-07,,0.97961051305134,9521
Ca1,0.4,4.0,linear,2.398668946718494e-06,0.9935147827452134,3.198331344748186e-07,5.5617174071876536e-11,0.9900437881407834,9521
Ca1,0.4,5.0,simple,3.630417015418712e-06,1.2179891456277825,3.4146753592536513e-07,,0.980461924452602,9501
Ca1,0.4,5.0,linear,2.7942436556919526e-06,1.0608287504317777,3.242016383113454e-07,4.769842578839778e-11,0.9901122692628334,9501
Ca2,0.4,0.1,simple,1.4111655776847468e-06,0.6674048963994097,2.865522461284539e-07,,0.9971821814216971,2399
Ca2,0.4,0.1,linear,1.522196533080291e-06,0.6283992228946956,2.1802269014892526e-07,6.354688234033381e-10,0.9995372377036312,2399
Ca2,0.4,0.2,simple,1.412859116493739e-06,0.6771591399442913,2.903031562088874e-07,,0.9960998331853348,2397
Ca2,0.4,0.2,linear,1.5303376720979196e-06,0.6188778814278071,2.0907970838070692e-07,6.856348331619299e-10,0.9994189180715898,2397
Ca2,0.4,0.3,simple,1.4227023057909964e-06,0.6934833901284633,2.957107298030063e-07,,0.9959449230072569,2395
Ca2,0.4,0.3,linear,1.5276995032270665e-06,0.6254963262870201,2.1465793996054985e-07,6.562814504245245e-10,0.9993306841191765,2395
Ca2,0.4,0.4,simple,1.4343181086451274e-06,0.7065397761211,2.9954514500648316e-07,,0.9957966321106437,2393
Ca2,0.4,0.4,linear,1.5271786815021123e-06,0.6304453558212882,2.1846013842390935e-07,6.368870987171177e-10,0.999242878798816,2393
Ca2,0.4,0.5,simple,1.4473418634846795e-06,0.7183664536200596,3.0271021358724336e-07,,0.9957108634147278,2391
Ca2,0.4,0.5,linear,1.5276520058991855e-06,0.6355368749460054,2.2211851864622209e-07,6.186087064952194e-10,0.9991703731507728,2391
Ca2,0.4,0.6,simple,1.4611662610296716e-06,0.729186480066014,3.053851213097353e-07,,0.9956516578236017,2389
Ca2,0.4,0.6,linear,1.5289397907884903e-06,0.6405004921179661,2.2548020198669771e-07,6.020939225045857e-10,0.9991050952639663,2389
Ca2,0.4,0.7,simple,1.475570546307547e-06,0.7392587098939416,3.077083368158996e-07,,0.9956100438922532,2387
Ca2,0.4,0.7,linear,1.5308874048772331e-06,0.6453745173186222,2.286139708945114e-07,5.869063283758742e-10,0.9990449684581567,2387
Ca2,0.4,0.8,simple,1.490551776054719e-06,0.7488289107620809,3.097830410927499e-07,,0.9955882825148118,2385
Ca2,0.4,0.8,linear,1.5334623201269011e-06,0.6503292185224866,2.3165477041062292e-07,5.723256162009983e-10,0.9989911937823355,2385
Ca2,0.4,0.9,simple,1.5058217997526695e-06,0.7578690836424385,3.116350300127264e-07,,0.9955714826948191,2383
Ca2,0.4,0.9,linear,1.5364797823644069e-06,0.6551400275450817,2.3448310089055772e-07,5.588839168881076e-10,0.998939501623327,2383
Ca2,0.4,1.0,simple,1.521268288765887e-06,0.7664321127520138,3.133003710554693e-07,,0.9955547047265924,2381
Ca2,0.4,1.0,linear,1.539830416177433e-06,0.6597617746503132,2.3709434443296713e-07,5.465705894981726e-10,0.9988882004146084,2381
Ca2,0.4,2.0,simple,1.6904846530946486e-06,0.8396121098758251,3.247903090542134e-07,,0.9956385212470416,2361
Ca2,0.4,2.0,linear,1.593356043792281e-06,0.7068221787192961,2.5940075218667816e-07,4.436483394504847e-10,0.9984811726097523,2361
Ca2,0.4,3.0,simple,1.889213346879389e-06,0.9024132064651913,3.318979858508748e-07,,0.9959613466600542,2341
Ca2,0.4,3.0,linear,1.685649887921769e-06,0.7593246524360728,2.7819630300195625e-07,3.5800301743078696e-10,0.9982064377117552,2341
Ca2,0.4,4.0,simple,2.115566969725743e-06,0.9594446817327809,3.3693573134380466e-07,,0.9963509114540418,2321
Ca2,0.4,4.0,linear,1.8178722198258295e-06,0.8164959391171445,2.942762544133236e-07,2.8344993401031723e-10,0.9980129137899492,2321
Ca2,0.4,5.0,simple,2.3640704852889263e-06,1.010957087951118,3.4062388040038727e-07,,0.9966829979699787,2301
Ca2,0.4,5.0,linear,1.989990713471325e-06,0.8757650940165882,3.076016759162929e-07,2.2001275117923142e-10,0.9978452931364145,2301
Ca3,0.4,0.1,simple,1.3910401322398075e-06,0.665046586751708,2.8118037907806804e-07,,0.9968417302960328,2399
Ca3,0.4,0.1,linear,1.5096381755251162e-06,0.6229247709627643,2.0767277972086914e-07,6.768678330566805e-10,0.9995776471333992,2399
Ca3,0.4,0.2,simple,1.393877082888793e-06,0.6762580598696223,2.8537277786174166e-07,,0.9957863739502496,2397
Ca3,0.4,0.2,linear,1.5187761102228634e-06,0.6137411550517236,1.9869141492978755e-07,7.275855440371764e-10,0.9995958834426788,2397
Ca3,0.4,0.3,simple,1.4039391731742388e-06,0.6930262293914152,2.908597284484413e-07,,0.9956060267553917,2395
Ca3,0.4,0.3,linear,1.516409157086008e-06,0.6196487805089889,2.0371180958778693e-07,7.014587529631682e-10,0.9995393715114941,2395
Ca3,0.4,0.4,simple,1.4157479273649803e-06,0.706406075830209,2.947370590969298e-07,,0.9954320215926654,2393
Ca3,0.4,0.4,linear,1.5159490023995868e-06,0.6238111992283318,2.0694498257121553e-07,6.85176395754174e-10,0.9994805978078491,2393
Ca3,0.4,0.5,simple,1.4288213208107819e-06,0.7183834171758855,2.9789769515896055e-07,,0.9953102436941265,2391
Ca3,0.4,0.5,linear,1.5162741992535016e-06,0.6278798554786448,2.0991375417766454e-07,6.705481308073506e-10,0.9994290200421306,2391
Ca3,0.4,0.6,simple,1.4428073324086905e-06,0.7294389173977899,3.0059176503393766e-07,,0.9952264585383181,2389
Ca3,0.4,0.6,linear,1.5172518680234797e-06,0.6319914803051938,2.1275516909849676e-07,6.567940348124493e-10,0.9993839763703783,2389
Ca3,0.4,0.7,simple,1.4571254789380438e-06,0.7395497368757261,3.0288940136437555e-07,,0.9951459056860654,2387
Ca3,0.4,0.7,linear,1.518633678192676e-06,0.6356860794510234,2.151878579978498e-07,6.451981774771486e-10,0.9993388413080055,2387
Ca3,0.4,0.8,simple,1.4720843580115235e-06,0.7491983206491999,3.0494951890123653e-07,,0.9950896469934161,2385
Ca3,0.4,0.8,linear,1.5205144332102645e-06,0.6395263036163492,2.1761121569705e-07,6.337921595828014e-10,0.9992983169492667,2385
Ca3,0.4,0.9,simple,1.4873655787429387e-06,0.7583353533480106,3.0679281297063723e-07,,0.9950410240793911,2383
Ca3,0.4,0.9,linear,1.5227133549515342e-06,0.6432491611694008,2.1987192248184748e-07,6.232609279766629e-10,0.9992590995023289,2383
Ca3,0.4,1.0,simple,1.5029523858745656e-06,0.7670582459260125,3.0846240547946436e-07,,0.9949981989100789,2381
Ca3,0.4,1.0,linear,1.5252084645802167e-06,0.6468869206317948,2.2200142024976735e-07,6.134383261148522e-10,0.9992208558508027,2381
Ca3,0.4,2.0,simple,1.6749674485346702e-06,0.8419602739932966,3.1999788414252717e-07,,0.9948474655483523,2361
Ca3,0.4,2.0,linear,1.564698684620674e-06,0.6836229793498704,2.403614289312468e-07,5.312872524882558e-10,0.9988973641070705,2361
Ca3,0.4,3.0,simple,1.8823660761216201e-06,0.90773729139078,3.27261323036803e-07,,0.995074648719931,2341
Ca3,0.4,3.0,linear,1.6352657951388064e-06,0.7267425295502505,2.571806331073698e-07,4.5779791994785417e-10,0.9986866832784237,2341
Ca3,0.4,4.0,simple,2.1230364175033643e-06,0.9681720420511555,3.324290296100749e-07,,0.9954090153374299,2321
Ca3,0.4,4.0,linear,1.733759935744172e-06,0.7731379402124692,2.7178548379863544e-07,3.9353598160374206e-10,0.9985316745846762,2321
Ca3,0.4,5.0,simple,2.3958914420344673e-06,1.0240112361734839,3.3626160848597587e-07,,0.9957461608661192,2301
Ca3,0.4,5.0,linear,1.860452825923523e-06,0.821536434292447,2.842845936305755e-07,3.375704720920584e-10,0.9983918349749608,2301
Ca4,0.4,0.1,simple,1.620363435972334e-06,0.6371416367751741,2.6013887992907514e-07,,0.9934809779306765,2399
Ca4,0.4,0.1,linear,1.4396483766191926e-06,0.6993079301251323,3.6840157936082275e-07,-1.0218139704145024e-09,0.9986374819524801,2399
Ca4,0.4,0.2,simple,1.6145329302389594e-06,0.61002436847941,2.458404888052967e-07,,0.9929058898144372,2397
Ca4,0.4,0.2,linear,1.4312657849853381e-06,0.7020349002526353,3.715916195636262e-07,-1.0454857615460492e-09,0.9992953385632005,2397
Ca4,0.4,0.3,simple,1.60656404190455e-06,0.5957682323166066,2.383096991341871e-07,,0.9917366302614508,2395
Ca4,0.4,0.3,linear,1.4272507777906946e-06,0.7155144750031822,3.7990130691758437e-07,-1.0964245794759697e-09,0.9992810885219511,2395
Ca4,0.4,0.4,simple,1.5939684239923192e-06,0.5801974791602651,2.3011370131596395e-07,,0.9910473557018643,2393
Ca4,0.4,0.4,linear,1.4272722524355719e-06,0.7225109470612027,3.8373486988642484e-07,-1.1193629542514073e-09,0.9991997290996347,2393
Ca4,0.4,0.5,simple,1.5795830193311247e-06,0.5652948067265339,2.221567025534344e-07,,0.9905689310960297,2391
Ca4,0.4,0.5,linear,1.4283921502699988e-06,0.7280753706064519,3.8655542423325446e-07,-1.1359263552813411e-09,0.9991200144481961,2391
Ca4,0.4,0.6,simple,1.5642984327398725e-06,0.551220013253556,2.1450373698051954e-07,,0.9902400593730882,2389
Ca4,0.4,0.6,linear,1.4299989633459679e-06,0.7324872396395703,3.886522843321313e-07,-1.1480327988062188e-09,0.9990408007938301,2389
Ca4,0.4,0.7,simple,1.5485676932997214e-06,0.5376314836253567,2.069251491255007e-07,,0.990024843921777,2387
Ca4,0.4,0.7,linear,1.4317005591025064e-06,0.7358947075602619,3.9018750780914705e-07,-1.1567617227540758e-09,0.9989618549453797,2387
Ca4,0.4,0.8,simple,1.5328625687230707e-06,0.5245882071401333,1.994380436607366e-07,,0.9898854187564795,2385
Ca4,0.4,0.8,linear,1.4334536779069731e-06,0.73875643925359,3.9142036652532374e-07,-1.1636760095058901e-09,0.9988850544387949,2385
Ca4,0.4,0.9,simple,1.5171501716800769e-06,0.5117533025179677,1.9182180311378973e-07,,0.9898161166844365,2383
Ca4,0.4,0.9,linear,1.4349508730891862e-06,0.7408605799719574,3.9229230958546254e-07,-1.1685033358931771e-09,0.9988090039739521,2383
Ca4,0.4,1.0,simple,1.5017705913033501e-06,0.4995034787254878,1.843355921013304e-07,,0.9898107385710908,2381
Ca4,0.4,1.0,linear,1.4359280151840401e-06,0.7420872542325481,3.927843305814227e-07,-1.17119369487192e-09,0.9987335486041788,2381
Ca4,0.4,2.0,simple,1.3759401719519127e-06,0.38780965755848024,9.918220677957587e-08,,0.9916082191965145,2361
Ca4,0.4,2.0,linear,1.4037267629634092e-06,0.7148421236211813,3.8302786548442115e-07,-1.123117341377712e-09,0.9981291176394099,2361
Ca4,0.4,3.0,simple,1.3257483434385502e-06,0.29924349915890913,-7.11895594091352e-09,,0.9942387732662586,2341
Ca4,0.4,3.0,linear,1.3010847734522951e-06,0.6326108845834154,3.5158159632071563e-07,-9.90396414889514e-10,0.997924671180733,2341
Ca4,0.4,4.0,simple,1.3500183437925674e-06,0.23100648875599156,-1.4050548804879267e-07,,0.9963346016873499,2321
Ca4,0.4,4.0,linear,1.1810008543924229e-06,0.5169175824623058,2.94684331438549e-07,-8.052927022074594e-10,0.9980487891359517,2321
Ca4,0.4,5.0,simple,1.4412120313100248e-06,0.1789668525970517,-3.0766016241401043e-07,,0.9977732939746431,2301
Ca4,0.4,5.0,linear,1.1106516083111512e-06,0.38208712670730044,1.896879869020053e-07,-5.73310773298974e-10,0.9983772294230372,2301
Ca5,0.4,0.1,simple,4.580795619128619e-07,0.8078145110416206,2.577464489084698e-07,,0.9947265504786644,2399
Ca5,0.4,0.1,linear,4.662257803667944e-07,0.7987734735445999,2.533197266596747e-07,5.1053816574929235e-11,0.9948617642929315,2399
Ca5,0.4,0.2,simple,4.5591769396196046e-07,0.775254894219794,2.5512849365398415e-07,,0.9973860422741404,2397
Ca5,0.4,0.2,linear,4.7630539503239724e-07,0.7421267022488849,2.4273322555035527e-07,1.2412888886877965e-10,0.9985489644265315,2397
Ca5,0.4,0.3,simple,4.589871017774391e-07,0.7964321268726523,2.567612070075511e-07,,0.9975980961368881,2395
Ca5,0.4,0.3,linear,4.744150606743102e-07,0.7621614986811374,2.463942217293403e-07,1.0017954407473625e-10,0.9985006807361034,2395
Ca5,0.4,0.4,simple,4.620424539483145e-07,0.8088935090501509,2.575992828584215e-07,,0.9974349840580904,2393
Ca5,0.4,0.4,linear,4.744539386098863e-07,0.7721595252116666,2.479960768818034e-07,8.985982205899747e-11,0.9982551723972831,2393
Ca5,0.4,0.5,simple,4.643566853536899e-07,0.8160931129710071,2.580398599121773e-07,,0.997096083301386,2391
Ca5,0.4,0.5,linear,4.7468328992143985e-07,0.775289594104932,2.484571919872535e-07,8.694441610501244e-11,0.9979366262845585,2391
Ca5,0.4,0.6,simple,4.662104768340121e-07,0.8208817254131553,2.583116643968729e-07,,0.9967094896213584,2389
Ca5,0.4,0.6,linear,4.7468730967410784e-07,0.7751743812614444,2.48438554149579e-07,8.70670041984737e-11,0.9976139221926966,2389
Ca5,0.4,0.7,simple,4.6809846272051846e-07,0.8252180796455119,2.585443594161722e-07,,0.9963272952585471,2387
Ca5,0.4,0.7,linear,4.746043907081445e-07,0.7747178380795626,2.483784177327583e-07,8.742991540532784e-11,0.9972926345880901,2387
Ca5,0.4,0.8,simple,4.696173126340037e-07,0.8283846170541304,2.58705729429052e-07,,0.9959246917748712,2385
Ca5,0.4,0.8,linear,4.741259948388184e-07,0.7724704471994478,2.4809098185399165e-07,8.91342895378015e-11,0.9969756574028052,2385
Ca5,0.4,0.9,simple,4.7085373524663535e-07,0.830774087964437,2.588221911520157e-07,,0.995510332292083,2383
Ca5,0.4,0.9,linear,4.732594173367074e-07,0.7689147812710087,2.4764795132693963e-07,9.170809058981104e-11,0.9966662716901701,2383
Ca5,0.4,1.0,simple,4.718732976831588e-07,0.832627783810357,2.5890904781358443e-07,,0.9950882483225684,2381
Ca5,0.4,1.0,linear,4.720275052571419e-07,0.7643501053101736,2.4709008423909385e-07,9.488238580236902e-11,0.9963656137893765,2381
Ca5,0.4,2.0,simple,4.790189348564724e-07,0.8435412776217057,2.5936487235900285e-07,,0.990670807853829,2361
Ca5,0.4,2.0,linear,4.467085308807337e-07,0.6924210418440174,2.3845662644807415e-07,1.382528980008764e-10,0.9937693824242766,2361
Ca5,0.4,3.0,simple,4.875834525299377e-07,0.8535920033318176,2.597015868970965e-07,,0.9860015462051801,2341
Ca5,0.4,3.0,linear,4.1162411136035446e-07,0.5978956314524242,2.256054519094678e-07,1.8968753074262487e-10,0.9917341370806261,2341
Ca5,0.4,4.0,simple,5.033191365444195e-07,0.8698546075883754,2.6017998669327814e-07,,0.9811140449466277,2321
Ca5,0.4,4.0,linear,3.8126968169244666e-07,0.4967902565010866,2.0773314600800848e-07,2.4428855572024934e-10,0.9899391900109918,2321
Ca5,0.4,5.0,simple,5.273080522106232e-07,0.8919360925480556,2.607513094978055e-07,,0.9759703815662188,2301
Ca5,0.4,5.0,linear,3.6418969457822994e-07,0.39309652160710046,1.8101085453923576e-07,3.0289277822566574e-10,0.9881802655784984,2301
Ca6,0.4,0.1,simple,1.4207782076207073e-06,0.6635128041277567,2.5961533288571096e-07,,0.9965784111823621,2399
Ca6,0.4,0.1,linear,1.53665659298953e-06,0.6229099414301734,1.8791075233527843e-07,6.562872023407646e-10,0.9990172754134681,2399
Ca6,0.4,0.2,simple,1.4185913515680632e-06,0.6594402913646192,2.581174716840008e-07,,0.9951657753367458,2397
Ca6,0.4,0.2,linear,1.565184272283977e-06,0.5883443661398634,1.5368872467154469e-07,8.402190260419859e-10,0.9998778251899115,2397
Ca6,0.4,0.3,simple,1.4276872274103932e-06,0.6738887112986369,2.6323272420754736e-07,,0.994693018712848,2395
Ca6,0.4,0.3,linear,1.5653172030055505e-06,0.5879993881537338,1.533649646504436e-07,8.417904962147314e-10,0.9998498880447485,2395
Ca6,0.4,0.4,simple,1.438374751242096e-06,0.6857163692929072,2.669812781878334e-07,,0.9942831045804225,2393
Ca6,0.4,0.4,linear,1.5655956663202026e-06,0.5868490401437116,1.5232038664427939e-07,8.467402181547858e-10,0.9998265563363892,2393
Ca6,0.4,0.5,simple,1.450346041505325e-06,0.6964736003807392,2.7010239583746054e-07,,0.9939505970652568,2391
Ca6,0.4,0.5,linear,1.5656191897021746e-06,0.5860612611559989,1.5164024015412148e-07,8.498440706445316e-10,0.9998040383346921,2391
Ca6,0.4,0.6,simple,1.4630124745089e-06,0.7063161615497482,2.727508942272173e-07,,0.9936543548339625,2389
Ca6,0.4,0.6,linear,1.5655265386166097e-06,0.5852416017213335,1.509565779008685e-07,8.528803098677851e-10,0.9997827107534258,2389
Ca6,0.4,0.7,simple,1.4760363472811372e-06,0.7153806105502009,2.750349328648319e-07,,0.993374462574382,2387
Ca6,0.4,0.7,linear,1.565284766111015e-06,0.5842071221529053,1.501183678936748e-07,8.565118490996192e-10,0.9997626729324268,2387
Ca6,0.4,0.8,simple,1.489882936817763e-06,0.7241949323163688,2.771282657053697e-07,,0.9931348268822824,2385
Ca6,0.4,0.8,linear,1.565095912344145e-06,0.5836292768622736,1.4966054463301495e-07,8.58455908022974e-10,0.9997422971932461,2385
Ca6,0.4,0.9,simple,1.5040887475259891e-06,0.7325884462195247,2.7901671670207206e-07,,0.9929093513194329,2383
Ca6,0.4,0.9,linear,1.5648431437194884e-06,0.58303184165598,1.4919848923493662e-07,8.603776100355478e-10,0.9997222737114049,2383
Ca6,0.4,1.0,simple,1.5190137769592027e-06,0.7408541465248358,2.807851857210847e-07,,0.9927129652419184,2381
Ca6,0.4,1.0,linear,1.5647342404313879e-06,0.5828160258571767,1.4903503123183278e-07,8.610453872942475e-10,0.999702101802657,2381
Ca6,0.4,2.0,simple,1.685620981871931e-06,0.8129076321497591,2.9326028728983075e-07,,0.9911121935811033,2361
Ca6,0.4,2.0,linear,1.5631425942635654e-06,0.5811213891690694,1.47894469694114e-07,8.652605122194319e-10,0.999500101551586,2361
Ca6,0.4,3.0,simple,1.8998548371855165e-06,0.8802391966208548,3.01626619376404e-07,,0.9901688512881966,2341
Ca6,0.4,3.0,linear,1.5741047509285717e-06,0.5901404738798368,1.5346151107571315e-07,8.458409814746478e-10,0.9992973205760433,2341
Ca6,0.4,4.0,simple,2.166152783863788e-06,0.9459023742018687,3.078910259270246e-07,,0.989510297098961,2321
Ca6,0.4,4.0,linear,1.5965092671356326e-06,0.6050597588232756,1.6174286597936303e-07,8.179515728510856e-10,0.9990933719558043,2321
Ca6,0.4,5.0,simple,2.4894779123705256e-06,1.0098496564279154,3.1271272321183566e-07,,0.9889869312238435,2301
Ca6,0.4,5.0,linear,1.6299174034663102e-06,0.6238242780745297,1.710703163261903e-07,7.870614364589266e-10,0.9988836323666448,2301
Ca7,0.4,0.1,simple,1.4701546139077613e-06,0.6405338428048065,2.257678314045725e-07,,0.9988865440567632,2399
Ca7,0.4,0.1,linear,1.507087463755602e-06,0.627630009303107,2.0274162627929482e-07,2.0663147017586656e-10,0.999120419704655,2399
Ca7,0.4,0.2,simple,1.4663150596492975e-06,0.6280704331225803,2.2019210641483436e-07,,0.9990607079201812,2397
Ca7,0.4,0.2,linear,1.5304055268570916e-06,0.5970366082657154,1.7391533933196425e-07,3.6286055643440937e-10,0.9998939850184156,2397
Ca7,0.4,0.3,simple,1.470641539555618e-06,0.6351793591805195,2.2319093836959345e-07,,0.999007051630664,2395
Ca7,0.4,0.3,linear,1.529751263644115e-06,0.5983428556261854,1.7512080841521295e-07,3.567634490780279e-10,0.9998733176163846,2395
Ca7,0.4,0.4,simple,1.4754447820653563e-06,0.6404884883787119,2.2522845307126476e-07,,0.9989468030365077,2393
Ca7,0.4,0.4,linear,1.529763025034491e-06,0.5984892182939514,1.7523672342461147e-07,3.5622955037296574e-10,0.9998535662144413,2393
Ca7,0.4,0.5,simple,1.481111062702421e-06,0.6457056674340941,2.2711660302924175e-07,,0.9989161189139099,2391
Ca7,0.4,0.5,linear,1.5297422581221694e-06,0.5994974369536579,1.7605695562719803e-07,3.523712003469073e-10,0.9998365274968387,2391
Ca7,0.4,0.6,simple,1.4868163470029174e-06,0.6502786616287148,2.2868298392806473e-07,,0.9988848242638867,2389
Ca7,0.4,0.6,linear,1.5298230715709941e-06,0.6001482585303184,1.7656535973984995e-07,3.5003465416332494e-10,0.9998198754113197,2389
Ca7,0.4,0.7,simple,1.4927467861653332e-06,0.6545616636172384,2.3008197573730051e-07,,0.9988591349794756,2387
Ca7,0.4,0.7,linear,1.530012634341901e-06,0.6008654604920399,1.7710387085486303e-07,3.4761831639942124e-10,0.9998038322471551,2387
Ca7,0.4,0.8,simple,1.4987500104807118e-06,0.6585573210781609,2.3133384481126506e-07,,0.998835775076987,2385
Ca7,0.4,0.8,linear,1.5302535713441152e-06,0.6015241199371462,1.7758402126837962e-07,3.455014446319514e-10,0.999788321020319,2385
Ca7,0.4,0.9,simple,1.504763973311455e-06,0.6623001398669953,2.324635163513873e-07,,0.9988136150685512,2383
Ca7,0.4,0.9,linear,1.53050820619759e-06,0.6020923876879997,1.779883158489191e-07,3.4374484557601587e-10,0.9997733706141522,2383
Ca7,0.4,1.0,simple,1.5107887626395566e-06,0.6658382411005056,2.334952327914021e-07,,0.9987917168739427,2381
