file,potential,t_min,model,A,beta,C,M,r2,n_points
Ca14,0.4,0.5,linear,1.2635654347248548e-06,0.625108372097141,2.1622520658970712e-07,5.264914406018059e-10,0.9996403746978504,2391
Ca14,0.4,0.6,simple,1.205237506758896e-06,0.7204953393803134,2.881956487235161e-07,,0.996004433989831,2389
Ca14,0.4,0.6,linear,1.2642013043231483e-06,0.6285438918305819,2.1822950006862182e-07,5.168301200706305e-10,0.9996138243899815,2389
Ca14,0.4,0.7,simple,1.216041721520217e-06,0.7296879260192748,2.9000849424436443e-07,,0.995937167438339,2387
Ca14,0.4,0.7,linear,1.2650633986599195e-06,0.6314634709404757,2.198574400686573e-07,5.091096994861916e-10,0.9995857450234222,2387
Ca14,0.4,0.8,simple,1.2270587038438755e-06,0.7382595424416588,2.9160183589615295e-07,,0.9958751985694121,2385
Ca14,0.4,0.8,linear,1.2661141984334595e-06,0.6341635133440228,2.213051778725892e-07,5.023413492491799e-10,0.999557928039564,2385
Ca14,0.4,0.9,simple,1.238305016581481e-06,0.7463789001514342,2.9303232127694025e-07,,0.9958204117245318,2383
Ca14,0.4,0.9,linear,1.2673420627107685e-06,0.6367676297273763,2.226534477867617e-07,4.961168331841991e-10,0.999530909419807,2383
Ca14,0.4,1.0,simple,1.2498559854881015e-06,0.7541945924261734,2.943426758528218e-07,,0.9957756735036963,2381
Ca14,0.4,1.0,linear,1.2687943638590301e-06,0.6394192914252386,2.2398180389054998e-07,4.900551519681598e-10,0.9995050164502816,2381
Ca14,0.4,2.0,simple,1.372269206908764e-06,0.819045229170676,3.03208143174425e-07,,0.9953720295131043,2361
Ca14,0.4,2.0,linear,1.2877306958756928e-06,0.6612798456806686,2.3350331893053106e-07,4.486615184071297e-10,0.9992399749986209,2361
Ca14,0.4,3.0,simple,1.5218378810567142e-06,0.8777286720074436,3.0910412959076014e-07,,0.9954033082691639,2341
Ca14,0.4,3.0,linear,1.326852519321267e-06,0.6921671870737801,2.4452796008786113e-07,4.0265567821814716e-10,0.9990436010420001,2341
Ca14,0.4,4.0,simple,1.6934286553489334e-06,0.9317231788230043,3.1337148697481215e-07,,0.995516209165653,2321
Ca14,0.4,4.0,linear,1.3805165630755405e-06,0.7254595900968802,2.544593706813107e-07,3.61635749100129e-10,0.9988638897489601,2321
Ca14,0.4,5.0,simple,1.8864172164393488e-06,0.9819014791958524,3.166000567183126e-07,,0.9956466830456547,2301
Ca14,0.4,5.0,linear,1.448159439923864e-06,0.7603109024343294,2.6328888558606e-07,3.250667069354831e-10,0.9986878247605793,2301
Ca15,0.4,0.1,simple,1.171668512946932e-06,0.6764756228543325,2.6781155579126275e-07,,0.9972268489999638,2399
Ca15,0.4,0.1,linear,1.23636081762448e-06,0.6485390706714028,2.286440680408222e-07,3.7002575708919573e-10,0.9983815994709908,2399
Ca15,0.4,0.2,simple,1.1678926199939016e-06,0.6630341800069601,2.63655872129202e-07,,0.9968476737655736,2397
Ca15,0.4,0.2,linear,1.2624668224827428e-06,0.6062701896094529,1.9718911124701547e-07,5.455783354441794e-10,0.9998571344320972,2397
Ca15,0.4,0.3,simple,1.174839480349116e-06,0.6766831691961264,2.6759674620228035e-07,,0.9966674781726705,2395
Ca15,0.4,0.3,linear,1.261383970201432e-06,0.6093346234541209,1.994199620070153e-07,5.341511713624149e-10,0.9998340298645599,2395
Ca15,0.4,0.4,simple,1.1826165168997323e-06,0.687293127708643,2.703499469264979e-07,,0.9964738236179129,2393
Ca15,0.4,0.4,linear,1.2612678715823916e-06,0.6104476194260899,2.0016541180731605e-07,5.304874505373166e-10,0.9998074322156955,2393
Ca15,0.4,0.5,simple,1.1913806820882682e-06,0.6970095298579774,2.726680184627899e-07,,0.9963387595255606,2391
Ca15,0.4,0.5,linear,1.2612889073981919e-06,0.6119508476851826,2.0113142047405535e-07,5.258359362192075e-10,0.9997843921869428,2391
Ca15,0.4,0.6,simple,1.2005215350107663e-06,0.7057703923453749,2.746130641498807e-07,,0.9962175149578026,2389
Ca15,0.4,0.6,linear,1.2614586400398364e-06,0.6131582592303764,2.0187328504801597e-07,5.223456784571696e-10,0.9997618120282294,2389
Ca15,0.4,0.7,simple,1.209866251370388e-06,0.7137924295277442,2.7628621932715757e-07,,0.996102325862657,2387
Ca15,0.4,0.7,linear,1.2616850718763158e-06,0.614070343373073,2.0241252951642494e-07,5.198614090814552e-10,0.9997391105375394,2387
Ca15,0.4,0.8,simple,1.2195077281100533e-06,0.721374894403678,2.7778251513685e-07,,0.9960007552145191,2385
Ca15,0.4,0.8,linear,1.2619888483530562e-06,0.6149841880720299,2.0293649998690214e-07,5.174879433444718e-10,0.9997173457145418,2385
Ca15,0.4,0.9,simple,1.2293841942590935e-06,0.7285920396660333,2.791366176354837e-07,,0.9959085295197925,2383
Ca15,0.4,0.9,linear,1.262354666740248e-06,0.6158761906575698,2.0343346264124187e-07,5.152725126037668e-10,0.9996960560667696,2383
Ca15,0.4,1.0,simple,1.239369541652595e-06,0.7354410651793173,2.8036328589735005e-07,,0.9958189245815825,2381
Ca15,0.4,1.0,linear,1.2627139428213439e-06,0.6166248846927163,2.0383986068181803e-07,5.134874022477897e-10,0.999674605951451,2381
Ca15,0.4,2.0,simple,1.34749698662815e-06,0.7938255261266232,2.889798753344126e-07,,0.9950824163077832,2361
Ca15,0.4,2.0,linear,1.2675878284203471e-06,0.6225043327801844,2.0664025423326954e-07,5.021561473853026e-10,0.9994651977948841,2361
Ca15,0.4,3.0,simple,1.4809004977401561e-06,0.8477409097911497,2.949271415867846e-07,,0.9947907445624986,2341
Ca15,0.4,3.0,linear,1.2844453213311451e-06,0.6376993519787619,2.1303302440814556e-07,4.776059573426477e-10,0.999272588458311,2341
Ca15,0.4,4.0,simple,1.6365773024163175e-06,0.8985709913156247,2.9938171930895565e-07,,0.994638801061615,2321
Ca15,0.4,4.0,linear,1.3099300073098223e-06,0.6561664972049257,2.198503990318218e-07,4.522675812061756e-10,0.9990923016775171,2321
Ca15,0.4,5.0,simple,1.814705684174368e-06,0.947010814049113,3.0286897318101734e-07,,0.9945181767348278,2301
Ca15,0.4,5.0,linear,1.3424989045580339e-06,0.6762548361434998,2.2643135896233843e-07,4.281909459003303e-10,0.9988937278710438,2301
Ca16,0.4,0.1,simple,1.6689288429443624e-06,0.6024963871669975,2.6257326514413725e-07,,0.9926199036296438,2399
Ca16,0.4,0.1,linear,1.4644719766409332e-06,0.6713517657355096,3.892439620851544e-07,-1.1279355909663913e-09,0.9985544139717586,2399
Ca16,0.4,0.2,simple,1.6619211601636214e-06,0.566539606377272,2.398768905533629e-07,,0.9928907835962704,2397
Ca16,0.4,0.2,linear,1.4691836331142492e-06,0.658122854309285,3.7976414744687506e-07,-1.0739909130647754e-09,0.9989750886549016,2397
Ca16,0.4,0.3,simple,1.6565692412820072e-06,0.5571322286401686,2.3389010027407535e-07,,0.9916902832973489,2395
Ca16,0.4,0.3,linear,1.4631440769266109e-06,0.6775083339644931,3.934075901128436e-07,-1.1518308052717308e-09,0.9990914693615383,2395
Ca16,0.4,0.4,simple,1.6481676212510433e-06,0.546650954625419,2.273057840230804e-07,,0.9908094919061009,2393
Ca16,0.4,0.4,linear,1.4628849973064338e-06,0.6923408954212875,4.0257085652022235e-07,-1.2035821372491421e-09,0.9991469779030856,2393
Ca16,0.4,0.5,simple,1.6377965596459718e-06,0.5358110168198804,2.204766214872244e-07,,0.9901325093741379,2391
Ca16,0.4,0.5,linear,1.4653053519186924e-06,0.7048190639337542,4.095580169859138e-07,-1.242769557723204e-09,0.9991798272460871,2391
Ca16,0.4,0.6,simple,1.625887531286302e-06,0.524589476965884,2.1331410135599468e-07,,0.9896209138536827,2389
Ca16,0.4,0.6,linear,1.4690699269779336e-06,0.7151128893137112,4.1487361491724085e-07,-1.2723916967181112e-09,0.9991880510215402,2389
Ca16,0.4,0.7,simple,1.6130303682752665e-06,0.513131624592999,2.0583702808966541e-07,,0.9892308777615335,2387
Ca16,0.4,0.7,linear,1.4735887252212247e-06,0.7239750511414322,4.1914848202698985e-07,-1.2960680491324088e-09,0.9991834465162344,2387
Ca16,0.4,0.8,simple,1.5996345226397297e-06,0.5017309801278259,1.9821883055047578e-07,,0.9889398856256689,2385
Ca16,0.4,0.8,linear,1.4784507341145918e-06,0.7316407802337411,4.2263512522922726e-07,-1.3152660158819268e-09,0.9991692287128813,2385
Ca16,0.4,0.9,simple,1.5864203280044012e-06,0.4909468780308849,1.9084645130960863e-07,,0.988710275805871,2383
Ca16,0.4,0.9,linear,1.4838550751529677e-06,0.7389055051588251,4.25771490518898e-07,-1.3324453199654116e-09,0.9991546044127797,2383
Ca16,0.4,1.0,simple,1.5727164335941434e-06,0.4796168485086587,1.828093891198327e-07,,0.9885620624756679,2381
Ca16,0.4,1.0,linear,1.488918421688818e-06,0.744917034651756,4.282487497417006e-07,-1.3459457937838483e-09,0.999130412961498,2381
Ca16,0.4,2.0,simple,1.4572461433288012e-06,0.37192105017200827,8.759359093265744e-08,,0.9893587934346127,2361
Ca16,0.4,2.0,linear,1.512008650467136e-06,0.7663617684395786,4.362044629165073e-07,-1.3885825620426094e-09,0.9987644219133794,2361
Ca16,0.4,3.0,simple,1.4220736050839464e-06,0.27947053513066256,-4.5331725465856236e-08,,0.9916227810594933,2341
Ca16,0.4,3.0,linear,1.4684361720744744e-06,0.7390188008669054,4.2777428810433923e-07,-1.348327115166783e-09,0.9984429555558563,2341
Ca16,0.4,4.0,simple,1.4908231133399853e-06,0.20455236099747365,-2.358239214101038e-07,,0.9936655214598885,2321
Ca16,0.4,4.0,linear,1.380500374981903e-06,0.6860378349963533,4.110600640007699e-07,-1.277700820841637e-09,0.9982302485571011,2321
Ca16,0.4,5.0,simple,1.7063758627107843e-06,0.14233040552093454,-5.41857606903206e-07,,0.9953704856759619,2301
Ca16,0.4,5.0,linear,1.2571909969557297e-06,0.6038596442049892,3.8113404704766296e-07,-1.1705835469974926e-09,0.9981494279158948,2301
Ca17,0.4,0.1,simple,1.7005997488436277e-06,0.6200808574680562,2.6704128181321174e-07,,0.9979909020176568,2399
Ca17,0.4,0.1,linear,1.6216374742845402e-06,0.6449090962874912,3.162888768517935e-07,-4.390701548105908e-10,0.9988204154975743,2399
Ca17,0.4,0.2,simple,1.6943235704397977e-06,0.5986585501326069,2.5472059555815404e-07,,0.9987448336968047,2397
Ca17,0.4,0.2,linear,1.6342389208014917e-06,0.6250514135363233,2.98173216218551e-07,-3.3857490071620406e-10,0.9993115888391423,2397
Ca17,0.4,0.3,simple,1.6954961679030998e-06,0.6005339985666737,2.557681404983394e-07,,0.9984950870824212,2395
Ca17,0.4,0.3,linear,1.6288533738356524e-06,0.6386507047332666,3.100126443260031e-07,-4.018941360923721e-10,0.9993527119471096,2395
Ca17,0.4,0.4,simple,1.6956919834339855e-06,0.6007293492647348,2.55870173508404e-07,,0.998265491463425,2393
Ca17,0.4,0.4,linear,1.62800567349062e-06,0.6495355967726493,3.1847924421337045e-07,-4.463728100947974e-10,0.9993749515929958,2393
Ca17,0.4,0.5,simple,1.694961362554217e-06,0.6001470802857022,2.5558262030267726e-07,,0.9980552087004668,2391
Ca17,0.4,0.5,linear,1.6294244643758374e-06,0.659064698958703,3.2528401408301507e-07,-4.817033587226977e-10,0.9993927986760631,2391
Ca17,0.4,0.6,simple,1.6931403057970467e-06,0.5987606346394733,2.549116640947924e-07,,0.9978624248166938,2389
Ca17,0.4,0.6,linear,1.6321558578904759e-06,0.6672577686446068,3.307306796370883e-07,-5.097102056891288e-10,0.9994001053061263,2389
Ca17,0.4,0.7,simple,1.690665464069674e-06,0.5970428120710528,2.540994379971612e-07,,0.9976834495966054,2387
Ca17,0.4,0.7,linear,1.6358694732017361e-06,0.6748671223907522,3.354879545905612e-07,-5.339778085008074e-10,0.9994065819501347,2387
Ca17,0.4,0.8,simple,1.6873780040608423e-06,0.5949136790282562,2.5311022763580294e-07,,0.9975184598363094,2385
Ca17,0.4,0.8,linear,1.6401268723801194e-06,0.6816956509683021,3.395301326998166e-07,-5.544544596841662e-10,0.9994073368132836,2385
Ca17,0.4,0.9,simple,1.6835793778152327e-06,0.5925865986038967,2.5204388601635053e-07,,0.9973641859581384,2383
Ca17,0.4,0.9,linear,1.6449187116340447e-06,0.6881361173968993,3.4315960900038087e-07,-5.727259002338088e-10,0.9994071407048261,2383
Ca17,0.4,1.0,simple,1.679195451133005e-06,0.5900194203946765,2.508800609529438e-07,,0.9972209468949049,2381
Ca17,0.4,1.0,linear,1.649994905929972e-06,0.694099743999071,3.4637476554839996e-07,-5.888280514559782e-10,0.9994040381128073,2381
Ca17,0.4,2.0,simple,1.6187325494048816e-06,0.5591204906545211,2.3713257393479752e-07,,0.9961725158579621,2361
Ca17,0.4,2.0,linear,1.7130324442507456e-06,0.7432550695822807,3.685637044187176e-07,-6.980376275417035e-10,0.9993445807597716,2361
Ca17,0.4,3.0,simple,1.537626027934982e-06,0.5203841688116412,2.1916158856556832e-07,,0.995732870754535,2341
Ca17,0.4,3.0,linear,1.7632553336615308e-06,0.7698430063758636,3.779102172459521e-07,-7.426263869368389e-10,0.9991777501396688,2341
Ca17,0.4,4.0,simple,1.4618660236242832e-06,0.48331783974946957,2.003428760341106e-07,,0.9954954922239933,2321
Ca17,0.4,4.0,linear,1.818411040331252e-06,0.7937530801663545,3.8506506261195994e-07,-7.75948582948794e-10,0.9990059706933503,2321
Ca17,0.4,5.0,simple,1.388830229335569e-06,0.4444802240981141,1.780344728853759e-07,,0.9954777067607627,2301
Ca17,0.4,5.0,linear,1.8536963874555035e-06,0.8071361545065553,3.886147228587624e-07,-7.921340438813197e-10,0.9988074083270809,2301
Ca18,0.4,0.1,simple,1.4439325607685981e-06,0.6850970260703652,3.477520673620205e-07,,0.992908664793001,2399
Ca18,0.4,0.1,linear,1.595181816145698e-06,0.6336779612752953,2.555200517998322e-07,8.707949583829417e-10,0.9970082784552781,2399
Ca18,0.4,0.2,simple,1.438499252662268e-06,0.6797909659220892,3.461485744160571e-07,,0.9909278322625035,2397
Ca18,0.4,0.2,linear,1.6275737689198198e-06,0.5909366539112642,2.132821080840279e-07,1.0980543318581297e-09,0.9988407766124677,2397
Ca18,0.4,0.3,simple,1.452880142672808e-06,0.701739148812451,3.5332899663413393e-07,,0.9903111030785487,2395
Ca18,0.4,0.3,linear,1.624581251789329e-06,0.5972442729672592,2.1944080449014108e-07,1.0674301890082296e-09,0.9986206630067821,2395
Ca18,0.4,0.4,simple,1.4697587777826239e-06,0.7196830342287567,3.584611396399277e-07,,0.9897537669700947,2393
Ca18,0.4,0.4,linear,1.6238399149787463e-06,0.6018062346907299,2.2351210716636983e-07,1.0478396767524722e-09,0.9984127891508884,2393
Ca18,0.4,0.5,simple,1.488786221784526e-06,0.7360597575516784,3.6266600684474577e-07,,0.9893360212023037,2391
Ca18,0.4,0.5,linear,1.6240230069792966e-06,0.6067053296819231,2.2762026889974938e-07,1.0284647799739279e-09,0.9982271097535851,2391
Ca18,0.4,0.6,simple,1.508809088082057e-06,0.7508962987185636,3.661381770653014e-07,,0.9889506362296442,2389
Ca18,0.4,0.6,linear,1.6249390599117372e-06,0.6111088110408278,2.311135707727071e-07,1.0122648196491804e-09,0.9980470165551244,2389
Ca18,0.4,0.7,simple,1.5297957442762043e-06,0.7647589782752328,3.691292974949527e-07,,0.9886047760350184,2387
Ca18,0.4,0.7,linear,1.6264399004766753e-06,0.6153977307318786,2.343571117240828e-07,9.974281113535797e-10,0.9978733722084737,2387
Ca18,0.4,0.8,simple,1.551566566008136e-06,0.777848756122788,3.717540796334714e-07,,0.988284268101076,2385
Ca18,0.4,0.8,linear,1.6284165601864056e-06,0.6195608897425333,2.3737191031176152e-07,9.837983662385422e-10,0.9977036442712549,2385
Ca18,0.4,0.9,simple,1.5741092788399595e-06,0.7903614401644278,3.741002723378959e-07,,0.9879872791725449,2383
Ca18,0.4,0.9,linear,1.6308366303367454e-06,0.6236938460491217,2.402485598337875e-07,9.709209720080742e-10,0.9975374204510185,2383
Ca18,0.4,1.0,simple,1.5972937672759128e-06,0.8023734477228908,3.7621806993243356e-07,,0.9877024744179072,2381
Ca18,0.4,1.0,linear,1.633593155753984e-06,0.6277206140518219,2.4295109005602294e-07,9.589224020510636e-10,0.997372249203285,2381
Ca18,0.4,2.0,simple,1.8621117934383949e-06,0.9060930684876554,3.902898921824662e-07,,0.9852438256400761,2361
Ca18,0.4,2.0,linear,1.676891564656761e-06,0.6667822490947867,2.65253401906129e-07,8.626252128468546e-10,0.9957212980172471,2361
Ca18,0.4,3.0,simple,2.201439384153886e-06,0.9981462645728835,3.986067491536809e-07,,0.9831290413872265,2341
Ca18,0.4,3.0,linear,1.7512225636586446e-06,0.7096779805740678,2.842162170822591e-07,7.827232584599095e-10,0.9939953889005857,2341
Ca18,0.4,4.0,simple,2.657593710061006e-06,1.0902368637161746,4.04621193214318e-07,,0.9815867830142155,2321
Ca18,0.4,4.0,linear,1.8800297840993674e-06,0.7661805745133232,3.0413416839481973e-07,6.97378043650375e-10,0.9922805537283013,2321
Ca18,0.4,5.0,simple,3.2537287169524312e-06,1.1814442062362855,4.090923492348518e-07,,0.9800845738357535,2301
Ca18,0.4,5.0,linear,2.0640516201435036e-06,0.8295101148089207,3.2183175542603796e-07,6.188764816738761e-10,0.9904361290532078,2301
Ca19,0.4,0.1,simple,1.6236556769697942e-06,0.6462771773504924,3.2990419744604484e-07,,0.9980102479597474,2399
Ca19,0.4,0.1,linear,1.5996381117733663e-06,0.6540101028380981,3.446369513171903e-07,-1.3648236704391955e-10,0.9980973296209484,2399
Ca19,0.4,0.2,simple,1.6182356270544386e-06,0.6348589096950126,3.245496213402275e-07,,0.9983922223680846,2397
Ca19,0.4,0.2,linear,1.6047857842591008e-06,0.6409762648534952,3.3395435520277086e-07,-7.766641820886308e-11,0.998425963174061,2397
Ca19,0.4,0.3,simple,1.6244537601947418e-06,0.644408627059162,3.288796655886221e-07,,0.998304278409892,2395
Ca19,0.4,0.3,linear,1.5981656599149453e-06,0.6601872978089818,3.4941039498462133e-07,-1.629730639785892e-10,0.9984682738792299,2395
Ca19,0.4,0.4,simple,1.6304785938027323e-06,0.6507369885394848,3.3150087706030195e-07,,0.9981563438092745,2393
Ca19,0.4,0.4,linear,1.5978018416848418e-06,0.675847429515141,3.6046670835522113e-07,-2.2342606705443648e-10,0.9984870977345431,2393
Ca19,0.4,0.5,simple,1.6359765059868964e-06,0.655448593029063,3.333296269133669e-07,,0.9979920874727883,2391
Ca19,0.4,0.5,linear,1.600769465620278e-06,0.689967115166178,3.694710083115011e-07,-2.7242202197104265e-10,0.998511705347972,2391
Ca19,0.4,0.6,simple,1.6406455667459708e-06,0.6589305076088965,3.34612871300445e-07,,0.9978141489889492,2389
Ca19,0.4,0.6,linear,1.6059423171539125e-06,0.7028322916324333,3.76990751096796e-07,-3.1321791740691324e-10,0.9985328282212945,2389
Ca19,0.4,0.7,simple,1.6445050387179895e-06,0.6615287930937297,3.355309250973831e-07,,0.9976286892541387,2387
Ca19,0.4,0.7,linear,1.6127314371845617e-06,0.7148396081257374,3.834927914971809e-07,-3.4843372240755186e-10,0.9985526911509567,2387
Ca19,0.4,0.8,simple,1.6474434179461148e-06,0.6633548894834161,3.3615380536421987e-07,,0.9974370793626897,2385
Ca19,0.4,0.8,linear,1.6206732602852955e-06,0.726013697702502,3.8913983980302715e-07,-3.789809237970325e-10,0.998567267045003,2385
Ca19,0.4,0.9,simple,1.6496262763765772e-06,0.6646277548193305,3.3657539868751144e-07,,0.9972433388351907,2383
Ca19,0.4,0.9,linear,1.629630403673643e-06,0.7366854399785376,3.9420782687531255e-07,-4.063896079165865e-10,0.9985813121950713,2383
Ca19,0.4,1.0,simple,1.6512136828654985e-06,0.6655033967440493,3.3685784446476367e-07,,0.9970488767250361,2381
Ca19,0.4,1.0,linear,1.6395917977585162e-06,0.7470742109650084,3.98862304530159e-07,-4.315650790687467e-10,0.998597396862881,2381
Ca19,0.4,2.0,simple,1.6330662912714278e-06,0.6575980040526781,3.3458943246060263e-07,,0.9951698263251042,2361
Ca19,0.4,2.0,linear,1.773949437555973e-06,0.8384108751764078,4.309427856896637e-07,-6.06497136341609e-10,0.9987437252747683,2361
Ca19,0.4,3.0,simple,1.5572640771033216e-06,0.6265114847517032,3.2573706506180434e-07,,0.9937283470601469,2341
Ca19,0.4,3.0,linear,1.918331692101143e-06,0.9024537473523961,4.4666579952814354e-07,-6.934667922768491e-10,0.9986247103375051,2341
Ca19,0.4,4.0,simple,1.4635908479844401e-06,0.5882022710641582,3.143049198999918e-07,,0.9926523032983906,2321
Ca19,0.4,4.0,linear,2.09852128641963e-06,0.9639256932827518,4.583179903053097e-07,-7.586682994344399e-10,0.9984900722838449,2321
Ca19,0.4,5.0,simple,1.3508499255138553e-06,0.5387676537777194,2.978530959522039e-07,,0.9921143952166738,2301
Ca19,0.4,5.0,linear,2.2587788569925814e-06,1.0088401043047732,4.6524951803164013e-07,-7.978378687171575e-10,0.9982393994355518,2301
Ca20,0.4,0.1,simple,1.5449112126183313e-06,0.6153673703197119,2.451721627523205e-07,,0.9993633395254148,2399
Ca20,0.4,0.1,linear,1.5538433314146692e-06,0.6123685656283105,2.3947786026772053e-07,4.90884530486056e-11,0.9993753512099728,2399
Ca20,0.4,0.2,simple,1.541769091443912e-06,0.599985892065787,2.369763177603174e-07,,0.9996791982641777,2397
Ca20,0.4,0.2,linear,1.5803337357525922e-06,0.5822414236042234,2.0837203090270888e-07,2.142163084194474e-10,0.9999355700428187,2397
Ca20,0.4,0.3,simple,1.544462905072558e-06,0.6043211941056017,2.391320371264972e-07,,0.9996727301274132,2395
Ca20,0.4,0.3,linear,1.579516857510396e-06,0.5837328697480836,2.0985975199755695e-07,2.069176477054555e-10,0.999925662244572,2395
Ca20,0.4,0.4,simple,1.5470249638251062e-06,0.6071274060838499,2.4042457804962656e-07,,0.999651694476994,2393
Ca20,0.4,0.4,linear,1.5796078761914304e-06,0.5835790444969697,2.097053256942835e-07,2.0767953712716497e-10,0.9999156105171428,2393
Ca20,0.4,0.5,simple,1.5499524091498796e-06,0.6097932576325448,2.4159181693331284e-07,,0.9996371277224343,2391
Ca20,0.4,0.5,linear,1.579595204571313e-06,0.5837870372876364,2.0988925560595237e-07,2.068413659049748e-10,0.999905530866651,2391
Ca20,0.4,0.6,simple,1.5526186879026382e-06,0.6118922561361619,2.424629562852155e-07,,0.9996188683217232,2389
Ca20,0.4,0.6,linear,1.5795626504400727e-06,0.5833904452866799,2.0955083214838646e-07,2.0834493477968154e-10,0.9998962109088344,2389
Ca20,0.4,0.7,simple,1.5551379390048304e-06,0.6137055151469816,2.4319350322964005e-07,,0.9995996495686545,2387
Ca20,0.4,0.7,linear,1.5794151688429132e-06,0.5826788288390717,2.0896189615085427e-07,2.10899009873521e-10,0.9998878072692261,2387
Ca20,0.4,0.8,simple,1.5578835364059074e-06,0.6155342545726529,2.4390690038573917e-07,,0.999583706079076,2385
Ca20,0.4,0.8,linear,1.5792745166165686e-06,0.5822096617138531,2.0858224445894833e-07,2.1251437581680546e-10,0.9998795447007797,2385
Ca20,0.4,0.9,simple,1.560674754296259e-06,0.6172795854539881,2.445684084014648e-07,,0.9995687960822149,2383
Ca20,0.4,0.9,linear,1.5790959222692255e-06,0.5817542320143179,2.082220989742279e-07,2.1401752909638039e-10,0.9998714903368069,2383
Ca20,0.4,1.0,simple,1.563093508682282e-06,0.6187136436152881,2.45098078366149e-07,,0.9995509337854971,2381
Ca20,0.4,1.0,linear,1.5786360750344566e-06,0.5807987034757396,2.074828080375811e-07,2.1704228909272082e-10,0.999864345115991,2381
Ca20,0.4,2.0,simple,1.585017916066305e-06,0.6296224013918287,2.4875926056841425e-07,,0.9993761983408598,2361
Ca20,0.4,2.0,linear,1.567565249586989e-06,0.5668764994942999,1.9741577072677866e-07,2.546639987116273e-10,0.9998146833457008,2361
Ca20,0.4,3.0,simple,1.6110183465586601e-06,0.6400243510261654,2.517621336859432e-07,,0.9992302224292796,2341
Ca20,0.4,3.0,linear,1.5529946170043337e-06,0.5526793122693726,1.874919689411819e-07,2.8800728303682436e-10,0.9997817448276265,2341
Ca20,0.4,4.0,simple,1.6451147867789143e-06,0.6521616969491251,2.5493216898780045e-07,,0.9991219474131651,2321
Ca20,0.4,4.0,linear,1.5418419201786816e-06,0.5435310354302525,1.8129222946795597e-07,3.0687596749742205e-10,0.9997337526719788,2321
Ca20,0.4,5.0,simple,1.6819183060546794e-06,0.664040085772288,2.5776029745871876e-07,,0.9990199937427734,2301
Ca20,0.4,5.0,linear,1.5295216826058124e-06,0.5342743623244487,1.7511063875674378e-07,3.243590055833405e-10,0.999684182665849,2301
